Id	id_lot	nb_piece	typologie	prix_tva_reduite	prix_tva_normale	prix_HT	prix_m2_HT	prix_m2_TTC	orientation	exterieur	balcony	garden	parking	ville	departement	date_fin_programme	adresse_entiere	date_extraction	surface	etage	nom_programme	promoteur	index
2144	78_4_BAYA_Bouygues	3	Appartement		479000.0	399166.67	5102.48	6122.97	Traversant / SE	0	1	0	1	LaRochelle	17	novembre 2023	65 RUE DES SAUNIERS 17000 La Rochelle	2021-11-08	78.23	4.0	BAYA	Bouygues	2144.0
2145	76_4_BAYA_Bouygues	3	Appartement		485000.0	404166.67	5257.79	6309.35	Traversant / SE	0	1	0	1	LaRochelle	17	novembre 2023	65 RUE DES SAUNIERS 17000 La Rochelle	2021-11-08	76.87	4.0	BAYA	Bouygues	2145.0
2146	98_1_BAYA_Bouygues	4	Appartement		510000.0	425000.0	4310.78	5172.94	Traversant / SO	0	1	0	1	LaRochelle	17	novembre 2023	65 RUE DES SAUNIERS 17000 La Rochelle	2021-11-08	98.59	1.0	BAYA	Bouygues	2146.0
2147	98_2_BAYA_Bouygues	4	Appartement		520000.0	433333.33	4394.86	5273.83	Traversant / SO	0	1	0	1	LaRochelle	17	novembre 2023	65 RUE DES SAUNIERS 17000 La Rochelle	2021-11-08	98.6	2.0	BAYA	Bouygues	2147.0
2148	97_1_BAYA_Bouygues	4	Appartement		525000.0	437500.0	4498.71	5398.46	Traversant / S	0	1	0	1	LaRochelle	17	novembre 2023	65 RUE DES SAUNIERS 17000 La Rochelle	2021-11-08	97.25	1.0	BAYA	Bouygues	2148.0
2149	97_2_BAYA_Bouygues	4	Appartement		535000.0	445833.33	4592.43	5510.92	Traversant / S	0	1	0	1	LaRochelle	17	novembre 2023	65 RUE DES SAUNIERS 17000 La Rochelle	2021-11-08	97.08	2.0	BAYA	Bouygues	2149.0
2150	85_3_BAYA_Bouygues	4	Appartement		545000.0	454166.67	5336.86	6404.23	Traversant / S	0	1	0	1	LaRochelle	17	novembre 2023	65 RUE DES SAUNIERS 17000 La Rochelle	2021-11-08	85.1	3.0	BAYA	Bouygues	2150.0
2151	84_4_BAYA_Bouygues	4	Appartement		560000.0	466666.67	5516.81	6620.17	Traversant / S	0	1	0	1	LaRochelle	17	novembre 2023	65 RUE DES SAUNIERS 17000 La Rochelle	2021-11-08	84.59	4.0	BAYA	Bouygues	2151.0
2154	41_1_VILLAANNA_Bouygues	2	Appartement		265000.0	220833.33	5327.7	6393.24	SO	0	1	0	1	LaRochelle	17	novembre 2023	RUE VERLAINE 17000 La Rochelle	2021-11-08	41.45	1.0	VILLA ANNA	Bouygues	2154.0
2155	41_1__1_VILLAANNA_Bouygues	2	Appartement		268000.0	223333.33	5388.02	6465.62	SO	0	1	0	1	LaRochelle	17	novembre 2023	RUE VERLAINE 17000 La Rochelle	2021-11-08	41.45	1.0	VILLA ANNA	Bouygues	2155.0
2156	58_1_VILLAANNA_Bouygues	3	Appartement		343000.0	285833.33	4870.22	5844.27	NE	0	1	0	1	LaRochelle	17	novembre 2023	RUE VERLAINE 17000 La Rochelle	2021-11-08	58.69	1.0	VILLA ANNA	Bouygues	2156.0
2157	60_1_VILLAANNA_Bouygues	3	Appartement		356000.0	296666.67	4869.77	5843.73	SO	0	1	0	1	LaRochelle	17	novembre 2023	RUE VERLAINE 17000 La Rochelle	2021-11-08	60.92	1.0	VILLA ANNA	Bouygues	2157.0
2159	85_1_VILLAANNA_Bouygues	4	Appartement		496000.0	413333.33	4809.0	5770.8	NE	0	1	0	1	LaRochelle	17	novembre 2023	RUE VERLAINE 17000 La Rochelle	2021-11-08	85.95	1.0	VILLA ANNA	Bouygues	2159.0
2160	92_1_VILLAANNA_Bouygues	4	Appartement		530000.0	441666.67	4763.96	5716.75	SO	0	1	0	1	LaRochelle	17	novembre 2023	RUE VERLAINE 17000 La Rochelle	2021-11-08	92.71	1.0	VILLA ANNA	Bouygues	2160.0
2166	29_1_Esquisse_Bouygues	1	Appartement		155000.0	129166.67	4349.05	5218.86	NE	0	1	0	0	Montpellier	34	novembre 2023	360 rue du Moulin des Sept Cans 34000 Montpellier	2021-11-08	29.7	1.0	Esquisse	Bouygues	2166.0
2167	29_5_Esquisse_Bouygues	1	Appartement		179000.0	149166.67	5056.5	6067.8	NE	1	1	0	0	Montpellier	34	novembre 2023	360 rue du Moulin des Sept Cans 34000 Montpellier	2021-11-08	29.5	5.0	Esquisse	Bouygues	2167.0
2168	41_2_Esquisse_Bouygues	2	Appartement		205000.0	170833.33	4156.53	4987.83	O	1	1	0	0	Montpellier	34	novembre 2023	360 rue du Moulin des Sept Cans 34000 Montpellier	2021-11-08	41.1	2.0	Esquisse	Bouygues	2168.0
2169	38_7_Esquisse_Bouygues	1	Appartement		209000.0	174166.67	4547.43	5456.92	E	1	1	0	0	Montpellier	34	novembre 2023	360 rue du Moulin des Sept Cans 34000 Montpellier	2021-11-08	38.3	7.0	Esquisse	Bouygues	2169.0
2170	43_3_Esquisse_Bouygues	2	Appartement		213000.0	177500.0	4071.1	4885.32	O	0	1	0	0	Montpellier	34	novembre 2023	360 rue du Moulin des Sept Cans 34000 Montpellier	2021-11-08	43.6	3.0	Esquisse	Bouygues	2170.0
2171	43_3__1_Esquisse_Bouygues	2	Appartement		213000.0	177500.0	4052.51	4863.01	O	1	1	0	0	Montpellier	34	novembre 2023	360 rue du Moulin des Sept Cans 34000 Montpellier	2021-11-08	43.8	3.0	Esquisse	Bouygues	2171.0
2172	45_3_Esquisse_Bouygues	2	Appartement		223000.0	185833.33	4084.25	4901.1	O	1	1	0	0	Montpellier	34	novembre 2023	360 rue du Moulin des Sept Cans 34000 Montpellier	2021-11-08	45.5	3.0	Esquisse	Bouygues	2172.0
2173	39_7_Esquisse_Bouygues	2	Appartement		227000.0	189166.67	4776.94	5732.32	O	1	1	0	0	Montpellier	34	novembre 2023	360 rue du Moulin des Sept Cans 34000 Montpellier	2021-11-08	39.6	7.0	Esquisse	Bouygues	2173.0
2174	45_2_Esquisse_Bouygues	2	Appartement		231000.0	192500.0	4258.85	5110.62	O	0	1	0	1	Montpellier	34	novembre 2023	360 rue du Moulin des Sept Cans 34000 Montpellier	2021-11-08	45.2	2.0	Esquisse	Bouygues	2174.0
2175	41_4_Esquisse_Bouygues	2	Appartement		232000.0	193333.33	4703.97	5644.77	O	0	1	0	1	Montpellier	34	novembre 2023	360 rue du Moulin des Sept Cans 34000 Montpellier	2021-11-08	41.1	4.0	Esquisse	Bouygues	2175.0
2176	41_4__1_Esquisse_Bouygues	2	Appartement		232000.0	193333.33	4703.97	5644.77	O	0	1	0	1	Montpellier	34	novembre 2023	360 rue du Moulin des Sept Cans 34000 Montpellier	2021-11-08	41.1	4.0	Esquisse	Bouygues	2176.0
2177	45_5_Esquisse_Bouygues	2	Appartement		239000.0	199166.67	4377.29	5252.75	O	0	1	0	1	Montpellier	34	novembre 2023	360 rue du Moulin des Sept Cans 34000 Montpellier	2021-11-08	45.5	5.0	Esquisse	Bouygues	2177.0
2178	41_6_Esquisse_Bouygues	2	Appartement		242000.0	201666.67	4906.73	5888.08	O	0	1	0	1	Montpellier	34	novembre 2023	360 rue du Moulin des Sept Cans 34000 Montpellier	2021-11-08	41.1	6.0	Esquisse	Bouygues	2178.0
2179	41_6__1_Esquisse_Bouygues	2	Appartement		244000.0	203333.33	4947.28	5936.74	O	0	1	0	1	Montpellier	34	novembre 2023	360 rue du Moulin des Sept Cans 34000 Montpellier	2021-11-08	41.1	6.0	Esquisse	Bouygues	2179.0
2180	46_4_Esquisse_Bouygues	2	Appartement		246000.0	205000.0	4389.72	5267.67	O	0	1	0	1	Montpellier	34	novembre 2023	360 rue du Moulin des Sept Cans 34000 Montpellier	2021-11-08	46.7	4.0	Esquisse	Bouygues	2180.0
2181	43_5_Esquisse_Bouygues	2	Appartement		246000.0	205000.0	4701.83	5642.2	NE	0	1	0	1	Montpellier	34	novembre 2023	360 rue du Moulin des Sept Cans 34000 Montpellier	2021-11-08	43.6	5.0	Esquisse	Bouygues	2181.0
2182	47_2_Esquisse_Bouygues	2	Appartement		250000.0	208333.33	4349.34	5219.21	E	0	1	0	1	Montpellier	34	novembre 2023	360 rue du Moulin des Sept Cans 34000 Montpellier	2021-11-08	47.9	2.0	Esquisse	Bouygues	2182.0
2183	47_3_Esquisse_Bouygues	2	Appartement		255000.0	212500.0	4436.33	5323.59	E	0	1	0	1	Montpellier	34	novembre 2023	360 rue du Moulin des Sept Cans 34000 Montpellier	2021-11-08	47.9	3.0	Esquisse	Bouygues	2183.0
2184	43_7_Esquisse_Bouygues	2	Appartement		256000.0	213333.33	4904.21	5885.06	NE	0	1	0	1	Montpellier	34	novembre 2023	360 rue du Moulin des Sept Cans 34000 Montpellier	2021-11-08	43.5	7.0	Esquisse	Bouygues	2184.0
2185	47_4_Esquisse_Bouygues	2	Appartement		260000.0	216666.67	4523.31	5427.97	E	0	1	0	1	Montpellier	34	novembre 2023	360 rue du Moulin des Sept Cans 34000 Montpellier	2021-11-08	47.9	4.0	Esquisse	Bouygues	2185.0
2186	45_6_Esquisse_Bouygues	2	Appartement		261000.0	217500.0	4780.22	5736.26	O	0	1	0	1	Montpellier	34	novembre 2023	360 rue du Moulin des Sept Cans 34000 Montpellier	2021-11-08	45.5	6.0	Esquisse	Bouygues	2186.0
2187	47_5_Esquisse_Bouygues	2	Appartement		265000.0	220833.33	4610.3	5532.36	E	0	1	0	1	Montpellier	34	novembre 2023	360 rue du Moulin des Sept Cans 34000 Montpellier	2021-11-08	47.9	5.0	Esquisse	Bouygues	2187.0
2188	47_6_Esquisse_Bouygues	2	Appartement		270000.0	225000.0	4736.84	5684.21	E	0	1	0	1	Montpellier	34	novembre 2023	360 rue du Moulin des Sept Cans 34000 Montpellier	2021-11-08	47.5	6.0	Esquisse	Bouygues	2188.0
2189	46_7_Esquisse_Bouygues	2	Appartement		271000.0	225833.33	4867.1	5840.52	O	0	1	0	1	Montpellier	34	novembre 2023	360 rue du Moulin des Sept Cans 34000 Montpellier	2021-11-08	46.4	7.0	Esquisse	Bouygues	2189.0
2190	53_3_Esquisse_Bouygues	3	Appartement		273000.0	227500.0	4276.32	5131.58	E	0	1	0	1	Montpellier	34	novembre 2023	360 rue du Moulin des Sept Cans 34000 Montpellier	2021-11-08	53.2	3.0	Esquisse	Bouygues	2190.0
2191	62_4_Esquisse_Bouygues	3	Appartement		297000.0	247500.0	3941.08	4729.3	O	0	1	0	1	Montpellier	34	novembre 2023	360 rue du Moulin des Sept Cans 34000 Montpellier	2021-11-08	62.8	4.0	Esquisse	Bouygues	2191.0
2192	62_6_Esquisse_Bouygues	3	Appartement		313000.0	260833.33	4180.02	5016.03	O	0	1	0	1	Montpellier	34	novembre 2023	360 rue du Moulin des Sept Cans 34000 Montpellier	2021-11-08	62.4	6.0	Esquisse	Bouygues	2192.0
2193	61_3_Esquisse_Bouygues	3	Appartement		315000.0	262500.0	4240.71	5088.85	E	0	1	0	1	Montpellier	34	novembre 2023	360 rue du Moulin des Sept Cans 34000 Montpellier	2021-11-08	61.9	3.0	Esquisse	Bouygues	2193.0
2194	61_6_Esquisse_Bouygues	3	Appartement		330000.0	275000.0	4493.46	5392.16	E	0	1	0	1	Montpellier	34	novembre 2023	360 rue du Moulin des Sept Cans 34000 Montpellier	2021-11-08	61.2	6.0	Esquisse	Bouygues	2194.0
2195	71_3_Esquisse_Bouygues	3	Appartement		347000.0	289166.67	4055.63	4866.76	NE	0	1	0	1	Montpellier	34	novembre 2023	360 rue du Moulin des Sept Cans 34000 Montpellier	2021-11-08	71.3	3.0	Esquisse	Bouygues	2195.0
2196	71_5_Esquisse_Bouygues	3	Appartement		352000.0	293333.33	4114.07	4936.89	NE	0	1	0	1	Montpellier	34	novembre 2023	360 rue du Moulin des Sept Cans 34000 Montpellier	2021-11-08	71.3	5.0	Esquisse	Bouygues	2196.0
2197	71_6_Esquisse_Bouygues	3	Appartement		360000.0	300000.0	4207.57	5049.09	NE	0	1	0	1	Montpellier	34	novembre 2023	360 rue du Moulin des Sept Cans 34000 Montpellier	2021-11-08	71.3	6.0	Esquisse	Bouygues	2197.0
2198	69_3_Esquisse_Bouygues	3	Appartement		370000.0	308333.33	4468.6	5362.32	E	0	1	0	1	Montpellier	34	novembre 2023	360 rue du Moulin des Sept Cans 34000 Montpellier	2021-11-08	69.0	3.0	Esquisse	Bouygues	2198.0
2199	69_4_Esquisse_Bouygues	3	Appartement		375000.0	312500.0	4515.9	5419.08	E	0	1	0	1	Montpellier	34	novembre 2023	360 rue du Moulin des Sept Cans 34000 Montpellier	2021-11-08	69.2	4.0	Esquisse	Bouygues	2199.0
2200	69_5_Esquisse_Bouygues	3	Appartement		380000.0	316666.67	4569.5	5483.41	E	0	1	0	1	Montpellier	34	novembre 2023	360 rue du Moulin des Sept Cans 34000 Montpellier	2021-11-08	69.3	5.0	Esquisse	Bouygues	2200.0
2201	69_6_Esquisse_Bouygues	3	Appartement		385000.0	320833.33	4629.63	5555.56	E	0	1	0	1	Montpellier	34	novembre 2023	360 rue du Moulin des Sept Cans 34000 Montpellier	2021-11-08	69.3	6.0	Esquisse	Bouygues	2201.0
2203	84_7_Esquisse_Bouygues	3	Appartement		468000.0	390000.0	4642.86	5571.43	E	0	1	0	1	Montpellier	34	novembre 2023	360 rue du Moulin des Sept Cans 34000 Montpellier	2021-11-08	84.0	7.0	Esquisse	Bouygues	2203.0
2204	82_7_Esquisse_Bouygues	3	Appartement		480000.0	400000.0	4825.09	5790.11	E	0	1	0	1	Montpellier	34	novembre 2023	360 rue du Moulin des Sept Cans 34000 Montpellier	2021-11-08	82.9	7.0	Esquisse	Bouygues	2204.0
2206	115_7_Esquisse_Bouygues	4	Appartement		700000.0	583333.33	5068.06	6081.67	E	0	1	0	1	Montpellier	34	novembre 2023	360 rue du Moulin des Sept Cans 34000 Montpellier	2021-11-08	115.1	7.0	Esquisse	Bouygues	2206.0
2250	59_4_NOVADIEM_Bouygues	3	Appartement		202450.0	168708.33	2843.56	3412.27	SE	0	1	0	1	Toulouse	31	fevrier 2022	BOULEVARD DE LATTRE DE TASSIGNY 31000 Toulouse	2021-11-08	59.33	4.0	NOVADIEM	Bouygues	2250.0
2251	82_1_NOVADIEM_Bouygues	4	Appartement	243969.0	277500.2844	231250.24	2816.69	3380.03	SO	0	1	0	1	Toulouse	31	fevrier 2022	BOULEVARD DE LATTRE DE TASSIGNY 31000 Toulouse	2021-11-08	82.1	1.0	NOVADIEM	Bouygues	2251.0
2252	132_11_NOVADIEM_Bouygues	5	Appartement	392812.0	446800.3791	372333.65	2806.25	3367.5	SE	0	1	0	1	Toulouse	31	fevrier 2022	BOULEVARD DE LATTRE DE TASSIGNY 31000 Toulouse	2021-11-08	132.68	11.0	NOVADIEM	Bouygues	2252.0
2264	45_1_Le43_Bouygues	2	Appartement		273000.0	227500.0	5055.56	6066.67	N	0	1	0	0	Toulouse	31	novembre 2023	43 RUE ACHILLE VIADIEU 31400 Toulouse	2021-11-08	45.0	1.0	Le 43	Bouygues	2264.0
2265	64_1_Le43_Bouygues	3	Appartement		370000.0	308333.33	4787.78	5745.34	E / N	0	1	0	0	Toulouse	31	novembre 2023	43 RUE ACHILLE VIADIEU 31400 Toulouse	2021-11-08	64.4	1.0	Le 43	Bouygues	2265.0
2266	64_2_Le43_Bouygues	3	Appartement		379500.0	316250.0	4910.71	5892.86	E / N	0	1	0	0	Toulouse	31	novembre 2023	43 RUE ACHILLE VIADIEU 31400 Toulouse	2021-11-08	64.4	2.0	Le 43	Bouygues	2266.0
2267	68_1_Le43_Bouygues	3	Appartement		381500.0	317916.67	4668.38	5602.06	N	0	1	0	0	Toulouse	31	novembre 2023	43 RUE ACHILLE VIADIEU 31400 Toulouse	2021-11-08	68.1	1.0	Le 43	Bouygues	2267.0
2268	68_2_Le43_Bouygues	3	Appartement		392500.0	327083.33	4802.99	5763.58	N	0	1	0	0	Toulouse	31	novembre 2023	43 RUE ACHILLE VIADIEU 31400 Toulouse	2021-11-08	68.1	2.0	Le 43	Bouygues	2268.0
2269	68_1__1_Le43_Bouygues	3	Appartement		393500.0	327916.67	4822.3	5786.76	O / N	0	1	0	0	Toulouse	31	novembre 2023	43 RUE ACHILLE VIADIEU 31400 Toulouse	2021-11-08	68.0	1.0	Le 43	Bouygues	2269.0
2270	68_2__1_Le43_Bouygues	3	Appartement		402500.0	335416.67	4925.35	5910.43	O / N	0	1	0	0	Toulouse	31	novembre 2023	43 RUE ACHILLE VIADIEU 31400 Toulouse	2021-11-08	68.1	2.0	Le 43	Bouygues	2270.0
2296	62_1_VARIATIONS_Bouygues	3	Appartement		252050.0	210041.67	3358.52	4030.22	SO / SO	0	1	0	1	Toulouse	31	novembre 2022	113 ROUTE DE LABEGE 31000 Toulouse	2021-11-08	62.54	1.0	VARIATIONS	Bouygues	2296.0
2299	81_3_VARIATIONS_Bouygues	4	Appartement		322000.0	268333.33	3293.24	3951.89	S / SO	0	1	0	1	Toulouse	31	novembre 2022	113 ROUTE DE LABEGE 31000 Toulouse	2021-11-08	81.48	3.0	VARIATIONS	Bouygues	2299.0
2300	81_3__1_VARIATIONS_Bouygues	4	Appartement		322000.0	268333.33	3293.24	3951.89	N / NO	0	1	0	1	Toulouse	31	novembre 2022	113 ROUTE DE LABEGE 31000 Toulouse	2021-11-08	81.48	3.0	VARIATIONS	Bouygues	2300.0
2301	81_4_VARIATIONS_Bouygues	4	Appartement		326000.0	271666.67	3334.15	4000.98	SO	0	1	0	1	Toulouse	31	novembre 2022	113 ROUTE DE LABEGE 31000 Toulouse	2021-11-08	81.48	4.0	VARIATIONS	Bouygues	2301.0
2302	81_4__1_VARIATIONS_Bouygues	4	Appartement		326000.0	271666.67	3334.15	4000.98	NO	0	1	0	1	Toulouse	31	novembre 2022	113 ROUTE DE LABEGE 31000 Toulouse	2021-11-08	81.48	4.0	VARIATIONS	Bouygues	2302.0
2305	81_5_VARIATIONS_Bouygues	4	Appartement		331000.0	275833.33	3385.29	4062.35	SO	0	1	0	1	Toulouse	31	novembre 2022	113 ROUTE DE LABEGE 31000 Toulouse	2021-11-08	81.48	5.0	VARIATIONS	Bouygues	2305.0
2306	81_5__1_VARIATIONS_Bouygues	4	Appartement		331000.0	275833.33	3385.29	4062.35	NO	0	1	0	1	Toulouse	31	novembre 2022	113 ROUTE DE LABEGE 31000 Toulouse	2021-11-08	81.48	5.0	VARIATIONS	Bouygues	2306.0
2307	81_6_VARIATIONS_Bouygues	4	Appartement		334500.0	278750.0	3421.08	4105.3	NO	0	1	0	1	Toulouse	31	novembre 2022	113 ROUTE DE LABEGE 31000 Toulouse	2021-11-08	81.48	6.0	VARIATIONS	Bouygues	2307.0
2309	81_6__1_VARIATIONS_Bouygues	4	Appartement		336000.0	280000.0	3436.43	4123.71	SO	0	1	0	1	Toulouse	31	novembre 2022	113 ROUTE DE LABEGE 31000 Toulouse	2021-11-08	81.48	6.0	VARIATIONS	Bouygues	2309.0
2310	81_6__2_VARIATIONS_Bouygues	4	Appartement		336000.0	280000.0	3436.43	4123.71	NO	0	1	0	1	Toulouse	31	novembre 2022	113 ROUTE DE LABEGE 31000 Toulouse	2021-11-08	81.48	6.0	VARIATIONS	Bouygues	2310.0
2312	81_7_VARIATIONS_Bouygues	4	Appartement		337000.0	280833.33	3446.65	4135.98	SO / SO	0	1	0	1	Toulouse	31	novembre 2022	113 ROUTE DE LABEGE 31000 Toulouse	2021-11-08	81.48	7.0	VARIATIONS	Bouygues	2312.0
2313	81_7__1_VARIATIONS_Bouygues	4	Appartement		339500.0	282916.67	3472.22	4166.67	NO	0	1	0	1	Toulouse	31	novembre 2022	113 ROUTE DE LABEGE 31000 Toulouse	2021-11-08	81.48	7.0	VARIATIONS	Bouygues	2313.0
2315	81_6__3_VARIATIONS_Bouygues	4	Appartement		340000.0	283333.33	3477.34	4172.8	SO	0	1	0	1	Toulouse	31	novembre 2022	113 ROUTE DE LABEGE 31000 Toulouse	2021-11-08	81.48	6.0	VARIATIONS	Bouygues	2315.0
2317	81_7__2_VARIATIONS_Bouygues	4	Appartement		344500.0	287083.33	3523.36	4228.03	SO	0	1	0	1	Toulouse	31	novembre 2022	113 ROUTE DE LABEGE 31000 Toulouse	2021-11-08	81.48	7.0	VARIATIONS	Bouygues	2317.0
2318	81_7__3_VARIATIONS_Bouygues	4	Appartement		344500.0	287083.33	3523.36	4228.03	NO	0	1	0	1	Toulouse	31	novembre 2022	113 ROUTE DE LABEGE 31000 Toulouse	2021-11-08	81.48	7.0	VARIATIONS	Bouygues	2318.0
2321	102_6_VARIATIONS_Bouygues	4	Appartement		390000.0	325000.0	3166.41	3799.69	SE	0	1	0	1	Toulouse	31	novembre 2022	113 ROUTE DE LABEGE 31000 Toulouse	2021-11-08	102.64	6.0	VARIATIONS	Bouygues	2321.0
2324	58_1_Hritage_Bouygues	3	Appartement		252000.0	210000.0	3596.51	4315.81	NO	0	1	0	1	Toulouse	31	fevrier 2023	37 CHEMIN DE LA BUTTE 31400 Toulouse	2021-11-08	58.39	1.0	Hritage	Bouygues	2324.0
2325	58_4_Hritage_Bouygues	3	Appartement		260000.0	216666.67	3710.68	4452.82	N / Traversant	0	1	0	1	Toulouse	31	fevrier 2023	37 CHEMIN DE LA BUTTE 31400 Toulouse	2021-11-08	58.39	4.0	Hritage	Bouygues	2325.0
2327	61_2_Hritage_Bouygues	3	Appartement		267000.0	222500.0	3621.42	4345.7	O	0	1	0	1	Toulouse	31	fevrier 2023	37 CHEMIN DE LA BUTTE 31400 Toulouse	2021-11-08	61.44	2.0	Hritage	Bouygues	2327.0
2328	60_1_Hritage_Bouygues	3	Appartement		270000.0	225000.0	3723.32	4467.98	SE	0	1	0	1	Toulouse	31	fevrier 2023	37 CHEMIN DE LA BUTTE 31400 Toulouse	2021-11-08	60.43	1.0	Hritage	Bouygues	2328.0
2329	62_1_Hritage_Bouygues	3	Appartement		271000.0	225833.33	3621.45	4345.73	O	0	1	0	1	Toulouse	31	fevrier 2023	37 CHEMIN DE LA BUTTE 31400 Toulouse	2021-11-08	62.36	1.0	Hritage	Bouygues	2329.0
2331	58_3_Hritage_Bouygues	3	Appartement		274000.0	228333.33	3910.49	4692.58	O	0	1	0	1	Toulouse	31	fevrier 2023	37 CHEMIN DE LA BUTTE 31400 Toulouse	2021-11-08	58.39	3.0	Hritage	Bouygues	2331.0
2332	64_2_Hritage_Bouygues	3	Appartement		279000.0	232500.0	3629.41	4355.29	SE / Traversant	0	1	0	1	Toulouse	31	fevrier 2023	37 CHEMIN DE LA BUTTE 31400 Toulouse	2021-11-08	64.06	2.0	Hritage	Bouygues	2332.0
2333	64_1_Hritage_Bouygues	3	Appartement		280000.0	233333.33	3609.74	4331.68	S	0	1	0	1	Toulouse	31	fevrier 2023	37 CHEMIN DE LA BUTTE 31400 Toulouse	2021-11-08	64.64	1.0	Hritage	Bouygues	2333.0
2334	60_2_Hritage_Bouygues	3	Appartement		280000.0	233333.33	3861.22	4633.46	SE	0	1	0	1	Toulouse	31	fevrier 2023	37 CHEMIN DE LA BUTTE 31400 Toulouse	2021-11-08	60.43	2.0	Hritage	Bouygues	2334.0
2335	64_2__1_Hritage_Bouygues	3	Appartement		280000.0	233333.33	3600.27	4320.32	SE / Traversant	0	1	0	1	Toulouse	31	fevrier 2023	37 CHEMIN DE LA BUTTE 31400 Toulouse	2021-11-08	64.81	2.0	Hritage	Bouygues	2335.0
2336	58_5_Hritage_Bouygues	3	Appartement		280000.0	233333.33	3996.12	4795.34	O	0	1	0	1	Toulouse	31	fevrier 2023	37 CHEMIN DE LA BUTTE 31400 Toulouse	2021-11-08	58.39	5.0	Hritage	Bouygues	2336.0
2337	60_3_Hritage_Bouygues	3	Appartement		287000.0	239166.67	3957.75	4749.3	SE	0	1	0	1	Toulouse	31	fevrier 2023	37 CHEMIN DE LA BUTTE 31400 Toulouse	2021-11-08	60.43	3.0	Hritage	Bouygues	2337.0
2350	66_1_LeClosdesNoyers_Bouygues	3	Appartement		286000.0	238333.33	3601.83	4322.2	NO	0	1	0	1	Angers	49	mai 2023	1 RUE DES NOYERS 49000 Angers	2021-11-08	66.17	1.0	Le Clos des Noyers	Bouygues	2350.0
2351	66_1__1_LeClosdesNoyers_Bouygues	3	Appartement		287000.0	239166.67	3571.78	4286.14	NO	0	1	0	1	Angers	49	mai 2023	1 RUE DES NOYERS 49000 Angers	2021-11-08	66.96	1.0	Le Clos des Noyers	Bouygues	2351.0
2353	66_1__2_LeClosdesNoyers_Bouygues	3	Appartement		290000.0	241666.67	3610.74	4332.89	O	0	1	0	1	Angers	49	mai 2023	1 RUE DES NOYERS 49000 Angers	2021-11-08	66.93	1.0	Le Clos des Noyers	Bouygues	2353.0
2359	77_1_TRIPTYK_Bouygues	4	Appartement		397000.0	330833.33	4263.32	5115.98	SO	0	1	0	1	Angers	49	novembre 2023	Rue de Belgique 49000 Angers	2021-11-08	77.6	1.0	TRIPTYK	Bouygues	2359.0
2360	62_CarrdesSens_Bouygues	3	Appartement		328000.0	273333.33	4373.33	5248.0	Traversant	0	1	0	0	Nantes	44	novembre 2023	RUE DES MARCHANDISES 44200 Nantes	2021-11-08	62.5	0.0	Carr des Sens	Bouygues	2360.0
2361	103_1_CarrdesSens_Bouygues	5	Appartement		420000.0	350000.0	3381.64	4057.97	Traversant	0	1	0	0	Nantes	44	novembre 2023	RUE DES MARCHANDISES 44200 Nantes	2021-11-08	103.5	1.0	Carr des Sens	Bouygues	2361.0
2362	81_2_CarrdesSens_Bouygues	4	Appartement		439000.0	365833.33	4488.75	5386.5	Traversant	0	1	0	0	Nantes	44	novembre 2023	RUE DES MARCHANDISES 44200 Nantes	2021-11-08	81.5	2.0	Carr des Sens	Bouygues	2362.0
2363	81_5_CarrdesSens_Bouygues	4	Appartement		443000.0	369166.67	4529.65	5435.58	Traversant	0	1	0	0	Nantes	44	novembre 2023	RUE DES MARCHANDISES 44200 Nantes	2021-11-08	81.5	5.0	Carr des Sens	Bouygues	2363.0
2364	81_3_CarrdesSens_Bouygues	4	Appartement		448000.0	373333.33	4580.78	5496.93	Traversant	0	1	0	0	Nantes	44	novembre 2023	RUE DES MARCHANDISES 44200 Nantes	2021-11-08	81.5	3.0	Carr des Sens	Bouygues	2364.0
2365	115_CarrdesSens_Bouygues	5	Appartement		458000.0	381666.67	3304.47	3965.37	Traversant	0	1	0	0	Nantes	44	novembre 2023	RUE DES MARCHANDISES 44200 Nantes	2021-11-08	115.5	0.0	Carr des Sens	Bouygues	2365.0
2366	115__1_CarrdesSens_Bouygues	5	Appartement		459000.0	382500.0	3311.69	3974.03	Traversant	0	1	0	0	Nantes	44	novembre 2023	RUE DES MARCHANDISES 44200 Nantes	2021-11-08	115.5	0.0	Carr des Sens	Bouygues	2366.0
2367	106_CarrdesSens_Bouygues	4	Appartement		491000.0	409166.67	3860.06	4632.08	Traversant	0	1	0	0	Nantes	44	novembre 2023	RUE DES MARCHANDISES 44200 Nantes	2021-11-08	106.0	0.0	Carr des Sens	Bouygues	2367.0
2426	26_1_TerraStilla_Bouygues	1	Appartement		142000.0	118333.33	4448.62	5338.35	SE	0	1	0	1	Nantes	44	novembre 2024	RUE DU CHENE JAUNAIS 44300 Nantes	2021-11-08	26.6	1.0	Terra Stilla	Bouygues	2426.0
2427	28_TerraStilla_Bouygues	1	Appartement		143000.0	119166.67	4166.67	5000.0	NO	0	1	0	1	Nantes	44	novembre 2024	RUE DU CHENE JAUNAIS 44300 Nantes	2021-11-08	28.6	0.0	Terra Stilla	Bouygues	2427.0
